irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpePreparation|DimHeight|DimDiameter|DimLengthUnit|ParentSum|MulDescription|NumMulFiles
203851|NEWHM : 2009.H1537|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plant preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
203873|NEWHM : 2009.H1559|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Leaf stripe of tomato caused by a strain of tobacco mosaic virus preserved in spirit.||Tomato, tobacco mosaic virus| : : : :||||preservation||||||1
203874|NEWHM : 2009.H1560|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Leaf curl of peach preserved in spirit.||Peach|taphrina deformans : : : :||||preservation||||||1
203875|NEWHM : 2009.H1561|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Potato frost injury preserved in spirit.||Potato| : : : :||||preservation||||||1
203878|NEWHM : 2009.H1564|Natural Sciences|Botany|Land Plants|1|spirit specimen|grass|Leafspot cocksfoot preserved in spirit.||Cocksfoot| : : : :||||preservation||||||1
203903|NEWHM : 2009.H1589|Natural Sciences|Botany|Land Plants|1|spirit specimen|crop|Stem rot of tomatoes preserved in spirit.||Tomato| : : : :||||preservation||||||1
203904|NEWHM : 2009.H1590|Natural Sciences|Botany|Land Plants|7|plant||Unidentified plant preserved in spirit.||Unidentified species| : : : :||||preservation||||||1
203928|NEWHM : 2009.H1614|Natural Sciences|Botany|Land Plants|1|plant||False club root of brassicas preserved in spirit.||Brassica| : : : :||||preservation||||||1
203970|NEWHM : 2009.H1656|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plantpreserved in spirit.|||||||preservation||||||1
204211|NEWHM : 2009.H1897|Natural Sciences|Botany|Land Plants|1|plant||Plant preserved in spirit.|||||||preservation||||||1
204213|NEWHM : 2009.H1899|Natural Sciences|Botany|Land Plants|1|spirit specimen||Plant preserved in spirit.||Plant| : : : :||||preservation||||||1
204768|NEWHM : 2009.H2452|Natural Sciences|Botany|Land Plants|1|plant||Unidentified plant preserved in spirit.|||||||preservation||||||1
212432|NEWHM : 05251|Natural Sciences|Botany|Land Plants|1|plant|Kidney-Leaved Saxifrage.|Plant called Kidney-Leaved Saxifrage.||Kidney-leaved Saxifrage| : : : :|Boue||Europe, Switzerland|preservation ||||||1
213355|NEWHM : 06174|Natural Sciences|Botany|Land Plants|2|plant|Musk Herminium.|Plant called Musk Herminium.||Musk Herminium| : : : :|Bowman, R. B.||Europe, Norway, Elstadt|preservation ||||||1
213358|NEWHM : 06177|Natural Sciences|Botany|Land Plants|2|plant|Musk Herminium.|Plant called Musk Herminium.||Musk Herminium| : : : :|Bowman, R. B.||Europe, Norway, Tofte|preservation ||||||1
213360|NEWHM : 06179|Natural Sciences|Botany|Land Plants|2|plant|Ophrys.|Plant called Ophrys.||Ophrys| : : : :|Schleicher||Europe, Switzerland|preservation ||||||1
213365|NEWHM : 06184|Natural Sciences|Botany|Land Plants|1|plant|Ophrys.|Plant called Ophrys.||Ophrys| : : : :|Boue||Europe, Switzerland|preservation ||||||1
213367|NEWHM : 06186|Natural Sciences|Botany|Land Plants|3|plant|Spider Ophrys.|Plant called Spider Ophrys.||Spider Ophrys| : : : :|Brown, P. J.|1835-04-|Switzerland, Thun|preservation ||||||1
213718|NEWHM : 06537|Natural Sciences|Botany|Land Plants|4|plant|Loose-Flowered Carex.|Plant called Loose-Flowered Carex.||Loose-flowered Carex| : : : :||1832|UK, Scotland, Clova Mountains (on the summit of)|preservation ||||||1
214542|NEWHM : 07361|Natural Sciences|Botany|Land Plants|1|plant|Rock-Rose.|Plant called Rock-Rose.||Rock-Rose| : : : :|Arnott||Europe, France, Montpellier|preservation ||||||1
214543|NEWHM : 07362|Natural Sciences|Botany|Land Plants|1|plant|Rock-Rose.|Plant called Rock-Rose.||Rock-Rose| : : : :|Arnott||Europe, France, Montpellier|preservation ||||||1
215824|NEWHM : 08643|Natural Sciences|Botany|Land Plants|2|plant|Cleomella.|Plant called Cleomella.||Cleomella| : : : :|Drummond||North America, USA, Texas|preservation ||||||1
530373|NEWHM : 2016.H6|Natural Sciences|Botany|Land Plants|1|seed, fruit|Seedpod|A large seedpod consisting of seven seeds in a hard wood-like pod. At one end is the short stem that attached the pod to the parent plant. This appears to have been cut in half lengthways. A historic paper label is attached to the fourth seed from the top of the pod, and the entire specimen is sealed into a polythene bag.||Sea Bean, Mackie Bean, Cacoon Vine|Entada sp. : Fabaceae : Fabales : Eudicotidae : Angiospermae|Sayers, Captain Neville R.|1889||dried|||cm|||2
41007|NEWHM : B0177|Natural Sciences|Botany|Land Plants|2|plant||Plant 'Spermatophyta & & & Violaceae : : : : Spermatophyta'|The Common Dog Violet is widespread throughout Britain and Europe. It grows in deciduous woodland as well as a variety of grassland environments, on both acid and calcareous soils. The flowers vary in colour from dark bluish-purple to white. The violet has a specialised seedpod that bursts open when ripe, spraying seeds out up to a metre from the parent plant. In this way the violet can disperse it's seeds over relatively long distances.|Common Dog Wiolet|Viola riviniana reichenb. : Violaceae : Malpighiales : : Spermatophyta|Boeck, Dr||Russia|preservation||||||1
41093|NEWHM : B0264|Natural Sciences|Botany|Land Plants|1|plant||Plant 'Spermatophyta & & & Caryophyllaceae : : : : Spermatophyta'|The Maiden Pink lives in a variety of different habitats throughout Europe and temperate Asia. It is a perennial herb with bright pink flowers that forms dense mats in dry, sunny places. It normally prefers light, well drained, alkaline soils and is often found along roads and on patches of waste ground.|Maiden Pink|Spermatophyta & & & Caryophyllaceae : : : : Spermatophyta|Winch, Nathaniel John||Europe, Germany (West), Black Forest|preservation||||||1
41165|NEWHM : B0338|Natural Sciences|Botany|Land Plants|2|plant||Plant 'Plantae & Magnoliaphyta & Magnoliopsida & Myrtales & Thymelaeaceae & Daphne : : : :'|Daphne sericea forms low growing, dense bushes that produce fragrant pink flowers. This species is native to the southern Mediterranean region but has become naturalised in many areas, including parts of North America. It is often grown as an ornamental plant due to its flowers and strong fragrance.||Plantae & Magnoliaphyta & Magnoliopsida & Myrtales & Thymelaeaceae & Daphne : : : :|Bowman, Robert Benson|1854-02-02|St. Agata|preservation||||||1
66868|NEWHM : EH01847|Natural Sciences|Botany|Land Plants|4|plant||Plant 'Caryophyllaceae & Spergularia media : : : :'|This low growing plant is found in coastal areas across Europe and Asia. It has also become naturalised in North America. It is adapted to sandy, salty environments and is particularly common on saltmarshes. It has thick and fleshy leaves that store water, and produces lots of small pink flowers during the summer.||Spergularia media : Caryophyllaceae : Caryophyllales : :|Raine, Frederic|27/05/1905|Europe, France, Var, Sea Shore Near Almanarre|||||||1
66904|NEWHM : EH01883|Natural Sciences|Botany|Land Plants|1|plant||Plant 'Linaceae & Linum narbonense l. : : : :'|This low growing plant is found in coastal areas across Europe and Asia. It has also become naturalised in North America. It is adapted to sandy, salty environments and is particularly common on saltmarshes. It has thick and fleshy leaves that store water, and produces lots of small pink flowers during the summer.||Linaceae & Linum narbonense l. : : : :|Raine, Frederic|25/05/1906|Europe, France, Var, Hyeres, Mt Des Oiseaux, Woods|||||||1
150145|NEWHM : HX932|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This short and rather delicate plant produces white flowers and small leaves that have a swelling or 'knot' at the base, hence its common name. It grows on damp sandy or peaty soils, including sand dunes in coastal areas.|Knotted Pearlwort|Sagina nodosa : Caryophyllaceae : Caryophyllales : :|||Cauld Shiels Loch|||||||1
151572|NEWHM : HX2359|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||1824|UK, England, Cumbria, Cawsey Pike|||||||1
151701|NEWHM : HX2488|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|||UK, England, Northumberland (NE England), Gilsland (nr.), Hardrew|||||||1
151702|NEWHM : HX2489|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||1843-07-|UK, England, North Yorkshire (NE England), Ingleborough|||||||1
151703|NEWHM : HX2490|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Greville, Dr|1867||||||||1
151704|NEWHM : HX2491|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|||UK, Scotland, Strathclyde Region, Ben Dun|||||||1
151705|NEWHM : HX2492|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||1884-09-|UK, England, Northumberland (NE England), Simonside|||||||1
151706|NEWHM : HX2493|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|||UK, England, Co. Durham (NE England), Teesdale|||||||1
151707|NEWHM : HX2494|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|||UK, England, Devon, Sidmouth (nr.), Bulverton|||||||1
151708|NEWHM : HX2495|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|W.C.H.|1832-06-|UK, Scotland, Shetland, Mainland, Ronas Hill|||||||1
151709|NEWHM : HX2496|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||||||||||1
151710|NEWHM : HX2497|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||17/05/1946|UK, England, Northumberland (NE England), Prestwick Carr|||||||1
151711|NEWHM : HX2498|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|||UK, England, Northumberland (NE England), Prestwick Carr|||||||1
151712|NEWHM : HX2499|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||1844-09-|UK, Scotland, Tayside (Scotland), Sidlaw Hills|||||||1
151713|NEWHM : HX2500|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||1840-10-|UK, England, Co. Durham (NE England), Teesdale, Falcon Clints|||||||1
151714|NEWHM : HX2501|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :||1829-10-|UK, England, Co. Durham (NE England), Teesdale, Caldron Snout (nr.)|||||||1
151716|NEWHM : HX2503|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Wilson, C. M.|25/05/1977|UK, England, Northumberland (NE England), Sewingshield Crags|||||||1
