irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|SpePreparation|DimHeight|DimDiameter|DimLengthUnit|ParentSum|MulDescription|NumMulFiles
530446|NEWHM : 2016.H3.3|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Small fracture below cap. Number 3 of 91, Box A, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||74|29|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530424|NEWHM : 2016.H3.1|Natural Sciences|Botany|Fungi|1|fungi|model fungi|"Model of fungi labelled ""Agaricus emeticus"" and ""Gpeiteufel"". Fracture below cap. Number 1 of 91, Box A, collection NEWHM:2016.H3"||Fungus, Mushroom, Toadstool|Fungi : : : :|||||60|38|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530440|NEWHM : 2016.H3.2|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 2 of 91, Box A, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||53|18|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
530447|NEWHM : 2016.H3.4|Natural Sciences|Botany|Fungi|1|fungi|model fungi|Model of fungi unlabelled. Number 4 of 91, Box A, collection NEWHM:2016.H3||Fungus, Mushroom, Toadstool|Fungi : : : :|||||61|30|mm|[NEWHM : 2016.H3] fungi, Fungus, Mushroom, Toadstool, Fungi||1
136623|NEWHM : HANM.4.4072|Natural Sciences|Botany|GNM: Hancock Temporary Numbers|1|fruit|baobab|Baobab.|||||||||||||1
143636|NEWHM : HANM.1640|Natural Sciences|Botany|GNM: Hancock Temporary Numbers|3|seed||Seeds.|||||||||||||1
148033|NEWHM : 1998.H5338|Natural Sciences|Botany|Land Plants|1|plant|Lycopodiaceae|Lycopodiaceae.||Club Moss|Lycopodiaceae & Huperzia selago : : : :|Wilkinson, Miss I.|||||||||2
148486|NEWHM : 1998.H5798|Natural Sciences|Botany|Land Plants|1|plant|Papilionaceae|Papilionaceae.||Restharrow|Papilionaceae & Ononis arvensis L. : : : :|Lacey, Dr A.||UK, England, Northumberland (NE England), North Tyneside, Whitley Bay|||||||1
148824|NEWHM : 1998.H7365|Natural Sciences|Botany|Land Plants|1|plant|Fabaceae|Fabaceae.||Rest Harrow|Ononis repens : Fabaceae : Fabales : :|Heslop-Harrison, J. W. (?)|||||||||1
148830|NEWHM : 1998.H7371|Natural Sciences|Botany|Land Plants|1|plant|Fabaceae|Fabaceae.||Rest Harrow| : Fabaceae : Fabales : :|Heslop-Harrison, J. W. (?)||UK, England, Co Durham, Seaham|||||||1
149207|NEWHM : 2002.H4114|Natural Sciences|Botany|Land Plants|1|plant|Viviparous Fescue|Gramineae.|This species is a hardy grass that can be found throughout North America, Europe and Asia. It has also been introduced to Australia and New Zealand. It is common in upland areas on poor soils, but tolerates a broad range of environmental conditions. Its name, Viviparous Fescue, refers to the fact that the adult plant produces seedlings rather than seeds.|Grass| : : : :|Cook, Ron|18/06/1990|UK, Scotland, Inverness-shire, Lake Quoich|||||||2
149208|NEWHM : 2002.H4115|Natural Sciences|Botany|Land Plants|1|plant, plant|Sheep's Fescue|Gramineae.|A hardy grass species that is found throughout the northern hemisphere. It grows up to 25cm high. It grows on a variety of different soil types, and can withstand drought conditions and winter temperatures down to about 35 degrees below zero. It can also withstand heavy grazing and is a nutritious fodder species for livestock, although it generally produces low yields.|Grass| : : : :|Cook, Ron|22/06/1990|UK, Scotland, Inverness-shire, Kinlochourn||||||<PHOTOGRAPHY METHOD>: field collection|2
149209|NEWHM : 2002.H4116|Natural Sciences|Botany|Land Plants|1|plant|Gramineae|Gramineae.|This is a very common and widespread species which occurs throughout Europe, Asia and North America. It grows on moist, nutrient rich soils. It is very nutritious and withstands heavy grazing, as well as being very palatable to livestock. This makes it an important agricultural species.|Rough Meadow Grass| : : : :|Cook, Ron|14/07/1990|UK, England, Northumberland (NE England), Nunykirk|||||||2
149210|NEWHM : 2002.H4117|Natural Sciences|Botany|Land Plants|1|plant|Gramineae|Gramineae.|Perennial Rye-Grass is a temperate zone grass species that prefers moist, nutrient rich soils. It is a very important fodder crop for livestock due to its high nitrogen content, rapid growth rate and ability to withstand heavy grazing. For this reason it has been grown all over the world. It is also used to make hay and silage. Many different varieties have been bred.|Perrenial Rye grass| : : : :|Cook, Ron|07/06/1992|UK, Scotland, Sutherland, Golspie|||||||2
149211|NEWHM : 2002.H4118|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.|This species grows on moist, nutrient rich soils in temperate areas with moderate climates throughout Europe and North America. It can be found in damp grassland areas, woodland and marshes. It flowers during June and July. It is a widespread and abundant species.|Purple Small Reed|Gramineae & Calamagrostis canescens : Gramineae : : :|Douglas, Ian|22/08/2001|Cannomill Bog|||||||1
149212|NEWHM : 2002.H4119|Natural Sciences|Botany|Land Plants|1|plant|Gramineae|Gramineae.|This species is a small grass that is found mainly in coastal areas. It is native to Europe, north Africa and temperate Asia, and has been introduced to Western Australia, where it is a significant weed species. It is extremely drought and heat tolerant and normally grows in dry, sandy soils.|Sea Fern Grass| : : : :|Cook, Ron|19/06/1992|UK, Scotland, Sutherland, Golspie|||||||1
149258|NEWHM : HX45|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :||1877-07-|UK, England, Berkshire, Old Windsor|||||||1
149339|NEWHM : HX126|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :|||UK, England, Tyne and Wear (NE England), South Shields, at the links|||||||1
149340|NEWHM : HX127|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :||1839-08-12|UK, Scotland, Tayside (Scotland)|||||||1
149341|NEWHM : HX128|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :||1851-07-|UK, England, Cumbria, Gelt Foot (nr.)|||||||1
149342|NEWHM : HX129|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :||1825-08-|UK, Wales, North Wales, Clwyd, Abergele|||||||1
149343|NEWHM : HX130|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :||1822-08-|UK, England, North Yorkshire (NE England), Sleights|||||||1
149344|NEWHM : HX131|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :||1856-07-|UK, England, Cumbria, Grasmere|||||||1
149345|NEWHM : HX132|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :||1856-07-|UK, England, Cumbria, Grasmere|||||||1
149346|NEWHM : HX133|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Plant.||Restharrow|Ononis repens : Fabaceae : Fabales : :||23/07/1955|UK, England, Northumberland (NE England), Embleton|||||||1
149347|NEWHM : HX134|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :|McLean-Brown, Reverend W.|1893-06-21|UK, England, Northumberland, Hartley Links|||||||1
149348|NEWHM : HX135|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :|||UK, England, Northumberland (NE England), Cullercoats (nr.), on The Sea Coast|||||||1
149368|NEWHM : HX155|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Restharrow|Ononis repens : Fabaceae : Fabales : :|Scott, M.|02/08/1913|UK, England, North Yorkshire (NE England), Wensleydale, Aysgarth Falls|||||||1
151003|NEWHM : HX1790|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.|This is a small fern which grows throughout Eurasia and North America. It produces dense upright tufts of leaves and prefers rocky environments such as mountain slopes and cliffs. It is normally found on slate or calcareous rocks, particularly limestone. The name 'Woodsia' comes from the botanist Joseph Woods (1776-1864) who first described the species.|Alpine Woodsia|Athyriaceae & Woodsia ilvensis : : : :|Mudd, W.|1840|Craig-Na-Callich|||||||1
151498|NEWHM : HX2285|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.|This is a small plant that grows in damp, shaded environments. It is commonly found growing in rock crevices and on the forest floor in deep shade. It has a superficial resemblance to tufts of moss. The tiny leaves are very thin and are semi-transparent, hence the name 'filmy-fern'. It is found growing in suitable conditions all over the British Isles.|Wilson's Filmy Fern|Hymenophyllaceae & Hymenophyllum wilsonii hook. : : : :|Mudd, W.|1860|UK, England, Yorkshire (NE England), Farndale|remounted||||||1
166946|NEWHM : HX17771|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Common Restharrow|Ononis repens : Fabaceae : Fabales : :|Long, A. G.|1959-07-|UK, Scotland, Berwickshire (Scotland), Edrom, Whitadder|||||||1
170236|NEWHM : HX21062|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Common Restharrow|Ononis repens : Fabaceae : Fabales : :||||||||||1
172462|NEWHM : HX23288|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Common Restharrow|Ononis repens : Fabaceae : Fabales : :|Storey, John|1838-08-|UK, England, Humberside, Laxton (nr.)|||||||1
173171|NEWHM : HX23997|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Bramble|Rubus plicatus var. bertramii : Rosaceae : Rosales : :|Ley, Augustin|1908-08-|UK, Wales, Brecon, Penderyn|||||||1
173172|NEWHM : HX23998|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Bramble|Rubus plicatus wh. and n. : Rosaceae : Rosales : :|Riddelsdell, H. J.|03/08/1909|UK, Wales, South Glamorgan, Whitchurch|||||||1
174293|NEWHM : HX25122|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Graham, Dr||UK, Scotland, Tayside Region, Clova (Mountains)|||||||1
174294|NEWHM : HX25123|Natural Sciences|Botany|Land Plants|1|plant|Pteridophyte|Pteridophyte.||Fir Club Moss|Lycopodiaceae & Lycopodium selago : : : :|Mateer, Dr W.|1850-08-|Europe, Ireland, Co. Antrim, Mountain|||||||1
174757|NEWHM : HX25586|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Common Restharrow|Ononis repens : Fabaceae : Fabales : :|Hird, L. P.|1951||||||||1
174844|NEWHM : HX25673|Natural Sciences|Botany|Land Plants|1|plant|Angiosperm|Angiosperm.||Common Restharrow|Ononis repens : Fabaceae : Fabales : :|Hird, L. P.|1951||||||||1
175641|NEWHM : 2002.H4144.19|Natural Sciences|Botany|Lichens|6|lichen||Lichen|This species is widespread on acid soils in moist, woodland environments throughout Europe, Asia and temperate North America. It prefers slightly acid soils, and will also grow on rocky surfaces in areas which receive lots of rainfall. It belongs to a distinctive group of species that produce bright red reproductive structures. They are all very similar, and correct identification depends on close examination.||Cladonia cocciform : : : :|Mudd, William||UK, England, Cleveland, Ayton Moor|||||||1
183266|NEWHM : LX5486|Natural Sciences|Botany|Lichens|1|lichen||Fishbone Bearded Lichen|This species grows in tufts on the branches of trees. It is found in forested areas throughout Europe, North America and Asia. It was traditionally ground into a powder and used as an antiseptic in parts of Siberia. Subsequent tests on the lichen have revealed that it contains large quantities of Usnic Acid, which has strong antibiotic properties.|Fishbone-bearded Lichen|Usnea filipendula stirton : : : :|Gilbert, O. L.|1966|UK, England, Northumberland (NE England), Sidwood|||||||1
188707|NEWHM : AX0084|Natural Sciences|Botany|Marine Algae|1|algae|Seaweed & Dabberlocks & Wing Kelp|Marine algae|This seaweed is known as Dabberlocks in Scotland and Wing Kelp or Bladder Locks in England. The name Wing Kelp comes from the two rows of leafy reproductive structures, called sporophylls, growing from the stipe (stem) near the holdfast. This seaweed usually grows on rocks that are exposed to sea action and in rock pools at low water. It is the only kelp-like seaweed in Britain and Ireland that has a distinct midrib and has leaflets at the base of the frond. This specimen comes from the foot of the castle at Tynemouth, Tyne and Wear.||Laminariales & Alariaceae & Alaria esculenta (L.) Grev. : : : Phaeophyceae :||1855-04-13|UK, England, Tyne and Wear, Tynemouth (Castle Foot)||||||<SUMMARY-DESCRIPT>: The midrib running through the frond of this seaweed is a characteristic used to identify it as a Wing Kelp. There is a short stipe (stem) between the frond and the claw-like holdfast at the bottom., The leafy sporophylls growing from the stipe are another characteristic used to identify this specimen as a Wing Kelp. The sporophylls contain the reproductive organs. The holdfast is used to hold the seaweed onto a rock.|1
189374|NEWHM : AX0762|Natural Sciences|Botany|Marine Algae|2|algae|Seaweed & Plocamium|Marine algae|This beautiful seaweed goes by the name of Plocamium cartilagineum because it has no common name. It grows in the intertidal zone nearest the sea as well as in shallow water just below the lowest tide. This specimen comes from Spittal, Northumberland and is from the W.C. Trevelyan collection.||Rhodophyta & Florideophyceae & Gigartinales & Plocamiaceae & Plocamium cartilagineum (L.) Dixon : : : : Rhodophyta||1855-06-|UK, England, Northumberland, Spittal||||||<SUMMARY-DESCRIPT>: The colour and shape of Plocamium cartilagineum makes it a popular choice with collectors. It is easily pressed to display in an attractive way. The most recent name appears on the label attached to the sheet and is crossed out and replaced with newer names over time., It is common practise to keep the original name of a plant on the herbarium sheet. In this case, the old name is Plocamium coccineum. Names sometimes change as more research is done., Plocamium cartilagineum is a good example of a seaweed whose name has changed over time. Historically, it has been confused with several other seaweeds. Some scientists believe that it is still not classified in the right family so there may be more changes to come.|1
189427|NEWHM : AX0816|Natural Sciences|Botany|Marine Algae|1|algae|Seaweed & Sea Lettuce|Marine algae|Sea lettuce gets this name because its fronds look like lettuce. It is common in the part of the intertidal zone (the area between the lowest and highest tides) that is nearest to the sea. Sea lettuce is usually attached to rocks but can grow into large mats on top of the water in very sheltered areas. This specimen comes from the Berwick upon Tweed area of Northumberland and was once part of the Nathaniel J. Winch collection.||Chlorophyta & Chlorophyceae & Ulvales & Ulvaceae & Ulva lactuca L. : : : : Chlorophyta|||UK, England, Northumberland, Berwick upon Tweed (nr.)|||||||1
189945|NEWHM : AX2699|Natural Sciences|Botany|Marine Algae|6|algae|Seaweed & Irish Moss|Marine algae|All but the specimen in the top left corner are examples of Chondrus crispus. The other related seaweed is called Gigartina stellata. Both are collected as Carrageen or Irish Moss. Carrageenan is extracted from these algae and used in foods such as ice cream to prevent ice crystals from forming. It is also useful for making soups and jellies and is even found in toothpaste. Irish Moss grows in the intertidal zone nearest the sea as well as in shallow water just below the lowest tide. These specimens are from the N.J. Winch collection.||Rhodophyta & Florideophyceae & Gigartinales & Gigartinaceae & Chondrus crispus Stackh. : : : : Rhodophyta|||[irn: 47844]||||||<SUMMARY-DESCRIPT>: This herbarium sheet holds five specimens of Chondrus crispus and one (top left) of Gigartina stellata. The Gigartina stellata looks very similar to the Chondrus crispus but the flattened part (blade) tends to roll inwards to form a channel., Collectors usually try to press the whole plant so that all parts are present. In this case, the stipes (stems) radiate from the holdfast and branch into fronds or blades., This specimen of Chondrus crispus is missing its holdfast. You may find lots of these washed up on the shoreline after a storm.|1
189972|NEWHM : AX2726|Natural Sciences|Botany|Marine Algae|1|algae|Seaweed & Dulse|Marine algae|"Palmaria palmata, also known as ""Dulse"", gets its scientific name from its similarity to the shape of a human hand. It is common in the intertidal zone, particularly near low water. Sun dried dulse is eaten as is or ground into flakes or powder for use in soups, chowders and other foods. Dulse is low in sodium but high in some vitamins, iron and potassium. This specimen comes from St. Mary's Island, Tyne and Wear & England & UK."||Rhodophyta & Florideophyceae & Palmariales & Palmariaceae & Palmaria palmata (L.) O. Kuntze : : : : Rhodophyta|Davis, P. S.|1986|UK, England, Tyne and Wear, St. Mary's Island|||||||1
190090|NEWHM : AX2846|Natural Sciences|Botany|Marine Algae|1|algae|Seaweed & Purple Laver|Marine algae|Purple laver is an ingredient in the laver bread that is traditionally prepared for the feast day of the Welsh patron saint, St. David. Laver is also boiled and then eaten as a jelly, or sometimes eaten cold with vinegar. Laver is found in the intertidal zone, often in the areas that are furthest from the sea. This specimen comes from Spittal in Northumberland & England & UK.||Rhodophyta & Bangiophyceae & Bangiales & Bangiaceae & Porphyra umbilicalis (L.) J. Ag. : : : : Rhodophyta|Trimmer, Jean R.|14/10/1986|UK, England, Devon (SW England), Plymouth|||||||1
190348|NEWHM : AX3105|Natural Sciences|Botany|Marine Algae|1|algae|Seaweed & Green Sea Fingers|Marine algae|This seaweed gets the name 'green sea fingers', or 'dead man's fingers', from its shape. It is not native to Britain and probably arrived here attached to shellfish, such as oysters, on the hulls of ships travelling from the Pacific Ocean. Only one cell forms the body of this seaweed. This specimen comes from Ross Sands in Northumberland .||Chlorophyta & Chlorophyceae & Codiales & Codiaceae & Codium fragile (Sur.) Hariot subsp. atlanticum (Cotton) Silva : : : : Chlorophyta||1949-10-|UK, England, Northumberland, Ross Sands|||||||1
190399|NEWHM : AX3156|Natural Sciences|Botany|Marine Algae|1|algae|Seaweed & Knotted Wrack|Marine algae|Knotted Wrack gets its name from the shape formed by the single air bladders in each of the long, flattened fronds. This seaweed drapes down over intertidal rocks and has many fronds growing from its base, known as a 'holdfast'. These fronds are replaced when the old ones break off. Knotted Wrack grows slowly and is reported to live for several decades. This specimen comes from St. Mary's Island, Tyne and Wear .||Fucales & Fucaceae & Ascophyllum nodosum (L.) Le Jol. : : : Phaeophyceae :|Bernard, Miss C. L.|30/10/1988|UK, England, Tyne and Wear, St. Mary's Island||||||<SUMMARY-DESCRIPT>: The reddish-brown tufts of algae growing on this specimen are Polysiphonia lanosa, a species that is often associated with Knotted Wrack. It lives on the Knotted Wrack without harming it so it is considered to be an epiphyte., The single bladders of Knotted Wrack differentiate this seaweed from Bladder Wrack which has paired bladders. The bladders help the plant float closer to the surface when it is under water. Like all seaweeds, it needs light in order to manufacture its food.|1
190564|NEWHM : H6072|Natural Sciences|Botany|Marine Algae|1|algae|seaweed & green sea intestines|Marine algae|This seaweed is tubular and takes the shape of intestines. It is aptly called Enteromorpha (meaning 'form') intestinalis (meaning 'of the intestines'), or Green Sea Intestines. This green alga grows in both marine and freshwater environments as it is able to adapt to extremes in salt levels. It is one of the most common seaweeds in Britain.||Chlorophyta & Enteromorpha intestinalis : : : : Chlorophyta|Lacey, Dr A.|||||||||1
190624|NEWHM : H6154|Natural Sciences|Botany|Marine Algae|1|algae|Seaweed & Bladder Wrack|Marine algae|Bladder Wrack gets its name from the air bladders that form either side of the midrib in each frond. The paired bladders differentiate this seaweed from Knotted Wrack which has single bladders. Bladder wrack usually lives in the middle part of the intertidal zone. This specimen comes from Beadnell, Northumberland .||Heterokontophyta & Phaeophyceae & Fucus vesiculosus : : : :|Lacey, Dr A.|1965-11-|UK, England, Northumberland, Beadnell||||||<SUMMARY-DESCRIPT>: The air bladders located on either side of the midrib are characteristic of this Bladder Wrack specimen. The fronds are neither spiralled nor serrated (like a steak knife). The swollen areas at the ends of the fronds contain the reproductive organs., The air bladders in Bladder Wrack usually come in pairs. Air bladders help the seaweed to float towards the surface when the tide is in. The seaweed receives more light which it needs in order to manufacture its food., The holdfast on Bladder Wrack is a small disc. It anchors the seaweed to a rock to keep it from drifting away in the water.|1
191313|NEWHM : H6846|Natural Sciences|Botany|Marine Algae|1|algae|marine algae|Marine algae|||Heterokontophyta & Phaeophyceae & : : : :|Lacey, Dr A.|1954-02-||||||||1
191314|NEWHM : H6847|Natural Sciences|Botany|Marine Algae|1|algae|marine algae|Marine algae|||Heterokontophyta & Phaeophyceae & : : : :|Lacey, Dr A.|1954-02-||||||||1
191315|NEWHM : H6848|Natural Sciences|Botany|Marine Algae|1|algae|marine algae|Marine algae|||Heterokontophyta & Phaeophyceae & : : : :|Lacey, Dr A.|1954-02-||||||||1
191316|NEWHM : H6849|Natural Sciences|Botany|Marine Algae|1|algae|marine algae|Marine algae|||Heterokontophyta & Phaeophyceae & : : : :|Lacey, Dr A.|1954-02-||||||||1
202933|NEWHM : 2009.H618|Natural Sciences|Botany|Land Plants|1|unidentified spirit specimen||Eudrendrium capillare preserved in spirit.|||eudrendrium capillare : : : :||||preservation||||||1
