irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|ColCompleteNotes|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ExhTitle|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|LocalPrecise|SpeStatus|SpeNumberMale|SpeNumberFemale|SpeAge|SpePhase|ColCollectionName|ConConsObjectDescription|MulDescription|NumMulFiles
46136|NEWHM : 1993.H340|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|three legs missing|1|butterfly||||Common Birdwing|Troides helena cerberus : Papilionidae : Lepidoptera : Insecta : Arthropoda||1878-10-16|Burma, Phapoon|||1|||adult||||1
46137|NEWHM : 1993.H341|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|distal part of right antenna missing, front legs only present|1|butterfly|||This specimen is an adult female. It is found in the rainforests of the island of Palawan, which is part of The Philippines. It normally flies high above the ground in the forest canopy. The female of this species differs from the male in having larger, paler forewings and less colourful markings on the hindwings.||Troides rhadamantus plateni : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|J.J. Joicey Collection|||1
46138|NEWHM : 1993.H342|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|club of left antenna missing, distal parts of three legs missing|1|butterfly|||||Troides rhadamantus plateni : Papilionidae : Lepidoptera : Insecta : Arthropoda|Mounsey, J. J.||Philippines, Mindanao||||1||adult|J.J. Joicey Collection|||1
46139|NEWHM : 1993.H343|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|left antenna missing, parts of legs missing|1|butterfly|||||Troides plateni : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Philippines, Palawan|||1|||adult|J.J. Joicey Collection|||1
46140|NEWHM : 1993.H344|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|four legs missing|1|butterfly|||||Troides rhadamantus plateni : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|Herbert Eltringham Collection|||1
46141|NEWHM : 1993.H345|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|right antenna shorter than left, one leg missing and one detached and entangled with the others|1|butterfly|||||Troides rhadamantus plateni : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|Herbert Eltringham Collection|||1
46142|NEWHM : 1993.H346|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|left antenna missing, three legs missing, right clasper missing|1|butterfly|||||Troides rhadamantus plateni : Papilionidae : Lepidoptera : Insecta : Arthropoda||||||1|||adult|Herbert Eltringham Collection|||1
46143|NEWHM : 1993.H347|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|most of five legs present|1|butterfly|||This butterfly is found on the islands of The Philippines. This sub-species is only found on the Island of Palawan, which is in the far north of the country. The butterfly is normally found in and around forests. The adult butterflies feed on nectar. Its caterpillars, like most birdwing butterflies, feed on the foliage of Aristolochia plants. The male has darker forewings and bright yellow marks on the hindwings.||Troides rhadamantus plateni : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Philippines, Palawan|||1|||adult|Herbert Eltringham Collection|||1
46145|NEWHM : 1993.H349|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|three legs missing|1|butterfly||||Talaud Black Birdwing|Troides rhadamantus dohertyi : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Talaud (= Talaut) Islands||||1||adult|Herbert Eltringham Collection|||1
46146|NEWHM : 1993.H350|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|club of right antenna missing, four legs missing|1|butterfly||||Talaud Black Birdwing|Troides rhadamantus dohertyi : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Talaud (= Talaut) Islands|||1|||adult|Herbert Eltringham Collection|||1
46148|NEWHM : 1993.H352|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|distal part of left antenna missing|1|butterfly|||||Troides rhadamantus rhadamantus : Papilionidae : Lepidoptera : Insecta : Arthropoda|Whitehead||Philippines, North Luzon|||1|||adult|J.J. Joicey Collection|||1
46161|NEWHM : 1993.H365|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|two legs missing|1|butterfly||||Golden Birdwing (?)|Troides cuneifera cuneifera : Papilionidae : Lepidoptera : Insecta : Arthropoda|Overdijkink, G.|1928-10-|Indonesia, East Java, Mt Ardjoena||||1||adult|J.J. Joicey Collection|||1
46162|NEWHM : 1993.H366|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|three legs missing|1|butterfly||||Golden Birdwing (?)|Troides cuneifera cuneifera : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|J.J. Joicey Collection|||1
46163|NEWHM : 1993.H367|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods||1|butterfly||||Golden Birdwing (?)|Troides cuneifera cuneifera : Papilionidae : Lepidoptera : Insecta : Arthropoda|Kannegieter, T. Z.||Indonesia, N.W. Preanger, Java [probably], Gunung Jedeh||||1||adult|J.J. Joicey Collection|||1
46164|NEWHM : 1993.H368|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|right antenna and club of left antenna missing, two legs missing|1|butterfly||||Golden Birdwing (?)|Troides cuneifera cuneifera : Papilionidae : Lepidoptera : Insecta : Arthropoda||||||1|||adult|Herbert Eltringham Collection|||1
46167|NEWHM : 1993.H371|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|two legs incomplete|1|butterfly||||Golden Birdwing (?)|Troides cuneifera cuneifera : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Java|||1|||adult|Herbert Eltringham Collection|||1
46169|NEWHM : 1993.H373|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one leg present|1|butterfly||||Golden Birdwing (?)|Troides cuneifera cuneifera : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Java|||1|||adult||||1
46171|NEWHM : 1993.H375|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|missing, two legs missing|1|butterfly|||||Troides oblongomaculatus oblongomaculatus : Papilionidae : Lepidoptera : Insecta : Arthropoda|Pratt, C., Pratt, C.|1920-02-|Indonesia, South Seram (= Ceram), Taluti (= Teloeti) Bay|||1|||adult|J.J. Joicey Collection|||1
46172|NEWHM : 1993.H376|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|club of left antenna missing, one leg missing|1|butterfly|||||Troides oblongomaculatus oblongomaculatus : Papilionidae : Lepidoptera : Insecta : Arthropoda|Pratt, C., Pratt, C.|1919-10-|Indonesia, Central Seram (= Ceram), Mansuela||||1||adult|J.J. Joicey Collection|||1
46173|NEWHM : 1993.H377|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one leg and one tarsus missing|1|butterfly|||||Troides oblongomaculatus oblongomaculatus : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-11-|Indonesia, North Seram? (= Ceram)||||1||adult|J.J. Joicey Collection|||1
46174|NEWHM : 1993.H378|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one leg missing|1|butterfly|||||Troides oblongomaculatus oblongomaculatus : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, near Seram (= Ceram), Gisser Island|||1|||adult|J.J. Joicey Collection|||1
46175|NEWHM : 1993.H379|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one leg intact and remains of two others|1|butterfly|||||Troides oblongomaculatus oblongomaculatus : Papilionidae : Lepidoptera : Insecta : Arthropoda|Pratt, C., Pratt, C.|1920-01-|Indonesia, Central Seram (= Ceram), Mansuela|||1|||adult|J.J. Joicey Collection|||1
46176|NEWHM : 1993.H380|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one leg and part of another missing|1|butterfly|||||Troides oblongomaculatus oblongomaculatus : Papilionidae : Lepidoptera : Insecta : Arthropoda|Pratt, C., Pratt, C.|1920-02-|Indonesia, South Seram (= Ceram), Taluti (= Taleoti) Bay|||1|||adult|J.J. Joicey Collection|||1
