irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoAge|GeoZone|GeoRock|ComName_tab|SciName|IdeDateIdentified|ColSum|ColCollectionDates|LocalSum|LocalPrecise|DimHeight|DimLength|DimWidth|DimDepth|DimDiameter|InsType|MulDescription|NumMulFiles
73837|NEWHM : 1998.H3345|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil bryozoan|Sea Mat (or Moss Animal)|Bryozoan|||||, stenopora sp., Bryozoa|Bryozoa : : : : Bryozoa|01/09/1998|||no locality data|| '3.5|5.8||||||1
73838|NEWHM : 1998.H3346|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|5|fossil bryozoan||Sea Mat (or Moss Animal)||Permian (Late) & Zechstein (Durham Province)||Magnesian Limestone|Sea Mat (or Moss Animal), acanthocladia anceps (schlotheim), Animalia Invertebrata Bryozoa Stenolaemata Cyclostomata|Animalia & Invertebrata & Bryozoa & Stenolaemata & Cyclostomata : : : :||||UK, England, Tyne and Wear (NE England), Sunderland, Ryhope|Field House Quarry|0.7|1.8|1.6|||||1
73839|NEWHM : 1998.H3347|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|8|fossil bryozoan||Sea Mat (or Moss Animal)||Permian (Late) & Zechstein (Durham Province)|||Sea Mat (or Moss Animal), fenestella retiformis, Animalia Invertebrata Bryozoa|Animalia & Invertebrata & Bryozoa : : : :||Kirkby||UK, England, Co. Durham (NE England), West Shildon|East Thickley Quarry|3.5|7|5.1|||||1
73902|NEWHM : 1998.H3506|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil gastropod||Specimen of a fossil gastropod, Pleurotomaria similis, collected from the Upper Lias of Early Jurassic age from Blockley, Gloucestershire (SW England). Collected by D.M. Lumsden.|Pleurotomaria is a sea snail (marine gastropod). It probably fed on algae on the sea floor, where the water was shallow, and well lit. Much of the shell has been worn away by the action of weather, or river water, after it became a fossil.|Jurassic (Early) / 178 - 183 my||Lias (Upper)|pleurotomaria similis, Gastropod|Animalia & Invertebrata & Mollusca & Gastropoda : : : Gastropoda : Mollusca||Lumsden, David M.||UK, England, Gloucestershire (SW England), Blockley||3.9|5|4.6|||||1
73910|NEWHM : 1998.H3511.1|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil gastropod||Specimen of a fossil gastropod, Patella rugosa, collected from the Great Oolite of Middle Jurassic, Bathonian age from Minchinhampton, Gloucestershire (SW England).|Patella rugosa probably got its name from its similarity to the human kneecap bone, which is called a patella. It is a mollusc that lived on rocks at the edge of the sea. It attached itself to the rocks with a strong muscle (foot), like today's limpets that live in rock pools.|Jurassic (Middle) & Bathonian / 160 - 166 my||Great Oolite|patella rugosa, Gastropod|Animalia & Invertebrata & Mollusca & Gastropoda : : : Gastropoda : Mollusca||||UK, England, Gloucestershire (SW England), Minchinhampton||2.4|3.4|3.9|||||1
73916|NEWHM : 1998.H3515|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|43|fossil brachiopod||Lamp Shell||Jurassic|||Lamp Shell, dictyothyris coarctata, Animalia Invertebrata Brachiopoda|Animalia & Invertebrata & Brachiopoda : : : :|15/09/1998|||no locality data||1.1|1.8|1.8|||||1
73919|NEWHM : 1998.H3518|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil brachiopod||Shell bed of brachiopod.|||||Lamp Shell, , Cephalopoda Goniatites|Cephalopoda & Goniatites : : : :|15/09/1998|||no locality data||2.5|14.5|9|||||1
74009|NEWHM : 1998.H3775|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil gastropod||Specimen of a fossil gastropod, Athleta luctator, collected from the Barton Group (Barton Beds ?) of Tertiary, Late Eocene, Lutetian - Bartonian age from Barton, Bournemouth, Hampshire (SE England).|This thick sea snail shell has a pattern of spiral ridges and vertical ribs on the outside. Athleta lived in warm subtropical shallow coastal waters in a community made up mainly of gastropods and bivalves. It was a predator and a scavenger that fed on live molluscs, dead animals and plants on the sea floor. The snail shell was one of the first British fossils to be given a scientific name using the new Linnean classification system (using a Latin genus and species name) by Daniel Solander in 1766.|Tertiary & Eocene & Lutetian - Bartonian / 37 - 48 my (c)||Barton Group|athleta luctator (solander), Gastropod|Animalia & Invertebrata & Mollusca & Gastropoda : : : Gastropoda : Mollusca||||UK, England, Hampshire (SE England), Bournemouth (nr.), Barton (?)||4.9|9.6|5.4|||||1
74015|NEWHM : 1998.H3779|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil brachiopod||Lamp Shell||Jurassic & Bajocian||Inferior Oolite (Upper)|Lamp Shell, , Animalia Invertebrata Brachiopoda|Animalia & Invertebrata & Brachiopoda : : : :||Lumsden, D. M.||UK, England, Dorset (SW England), Burton||2.1|3|2.5|||||1
74017|NEWHM : 1998.H3781|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil brachiopod||Lamp Shell||Jurassic & Callovian|||Lamp Shell, , Animalia Invertebrata Brachiopoda|Animalia & Invertebrata & Brachiopoda : : : :||Lumsden, D. M.||Europe, France, Deux Sevres, Limalonges||2.2|3.5|2.4|||||1
74046|NEWHM : 1998.H3809|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil echinoid||Specimen of a fossil echinoid (heart urchin), Micraster elegans, collected from the Tardefurcata Zone = Dispar Zone, Duck Creek Formation of Early Cretaceous, Albian age from Tarrant County, Texas, USA. Collected by David M. Lumsden.|The smooth test (shell) and shape of this echinoid (sea urchin) shows that it was able to burrow in soft seabeds. When alive, the shell was covered with skin and bristle-like spines that helped the echinoid burrow. Micraster was a deposit feeder, which means it took food particles from the sediment (sand and muds) that it ate. Its mouth is on the flattened lower surface. It is often known as a heart urchin because of its shape.|Cretaceous (Early) & Albian / 102 - 105 my|Tardefurcata Zone = Dispar Zone|Duck Creek Formation|, micraster elegans, Echinoidea|Echinoidea : : : : Echinodermata||Lumsden, David M.||North America, USA, Texas, Tarrant|| '2.7|4.9||||||1
74400|NEWHM : 1998.H4107|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil brachiopod||Lamp Shell|||||Lamp Shell, , Animalia Invertebrata Brachiopoda|Animalia & Invertebrata & Brachiopoda : : : :|02/09/1998|||no locality data||1.9|3.9|3|||||1
74401|NEWHM : 1998.H4108|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil brachiopod||Lamp Shell|||||Lamp Shell, , Animalia Invertebrata Brachiopoda|Animalia & Invertebrata & Brachiopoda : : : :|02/09/1998|||no locality data||1.3|2.4|2.5|||||1
74435|NEWHM : 1998.H4142|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil brachiopod||Lamp Shell||Jurassic & Bajocian||Inferior Oolite (Upper)|Lamp Shell, , Animalia Invertebrata Brachiopoda|Animalia & Invertebrata & Brachiopoda : : : :||Lumsden, D. M.||UK, England, Dorset (SW England), Burton||1.8|2.3|1.8|||||1
74807|NEWHM : 1998.H4509|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|15|fossil brachiopod||Lamp Shell|||||Lamp Shell, , Animalia Invertebrata Brachiopoda|Animalia & Invertebrata & Brachiopoda : : : :||||no locality data||1|1.5|2|||||1
75963|NEWHM : 2000.H1673|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|5|fossil bivalve||Specimen of a fossil bivalve, Cardium Parkinsoni, collected from the Red Crag of Quaternary, Early Pleistocene age from Walton-on-the-Naze, Essex (SE England). Collected by William K. Loftus.|The outside of this round single cockle shell is covered with broad ribs (ridges) separated by narrow furrows (troughs). Cerastoderma lived in a vertical position in a shallow burrow on the surface of sandy seabeds. It fed on tiny food particles that it filtered out of sea water. When the animal died the two valves usually separated. Accumulations of single shells and gravel made up of shells often occur in water depths up to 50m, including the area between high and low tide (intertidal zone), where the bivalve lived.|Quaternary & Pleistocene (Early) / 1.7 - 2.3 my||Red Crag|cardium (acanthocardia ) sp. parkinsoni, Bivalve|Animalia & Invertebrata & Mollusca & Bivalvia : : : Bivalvia : Mollusca||Loftus, William K.||UK, England, Essex (SE England), Felixtowe (nr.), Walton on the Naze|||||||||1
75975|NEWHM : 2002.H4112|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil ammonite|Ammonite|Specimen of a fossil ammonite, unidentified, collected from unspecified rocks.|This ammonite has been sliced into two pieces and polished, so that the inside of the fossil can be seen. Ammonites were sea creatures, similar to the modern nautilus that lives in the Pacific Ocean. They became extinct (died out) at the same time as the dinosaurs, 65 million years ago. Ammonites had coiled shells that were divided into chambers by walls inside the shell. In this example, the chambers are filled with crystals of the mineral calcite.||||Ammonite|Animalia & Invertebrata & Mollusca & Cephalopoda & Ammonoidea : : : Cephalopoda : Mollusca|2004-07-|||no locality data|||||||||1
75983|NEWHM : 2002.H4173|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil trilobite||Trilobite||Silurian|||, calymene blumenbachi (brongniart 1822), Animalia Invertebrata Arthropoda Trilobita|Animalia & Invertebrata & Arthropoda & Trilobita : : : :||||UK, England, West Midlands (Midland England), Dudley, Wren's Nest|||3.3||||||1
75984|NEWHM : 2002.H4174|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil trilobite||Trace fossil.|||||, cruziana sp., Animalia Invertebrata Arthropoda Trilobita|Animalia & Invertebrata & Arthropoda & Trilobita : : : :|||||||||||||1
76438|NEWHM : 2003.H1604|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil crinoid|Sea Lily|Specimen of a fossil crinoid (Sea Lily), Marsupites sp., collected from the Marsupites Zone, Chalk Formation of Late Cretaceous, Senonian (?), Santonian (?) age.|This crinoid calyx (sea lily cup) is made up of three rows of five-sided plates which are made of the mineral calcite. Unlike most fossil crinoids, it did not have a stem fixing it to the sea floor. Like most present day crinoids it simply rested on the sea floor. The short, slender branching arms that it used to collect its food particles from the sea water are rarely found as fossils. The crinoid lived in quiet, shallow waters.|Cretaceous (Late) & Senonian (?) & Santonian (?) / 83.5 - 85.8 my|Marsupites Zone (?)|Chalk Formation|Sea Lily, marsupites sp., Crinoidea|Crinoidea : : : : Echinodermata||||no locality data|||||||||1
76454|NEWHM : 2003.H1620|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil echinoid||Specimen of a fossil echinoid (sea urchin), Cidaris sp., collected from the Chalk Formation of Late Cretaceous age.|Animals sometimes lose parts of their bodies when they are alive or break up into separate pieces after they die. Such fragments are often found in the fossil record. Sea urchin spines are a very good example of this. The shape and the patterns on the spines are often distinctive enough to match them to a particular sea urchin species. Echinoids are useful environmental indicators because they live in open seas where the salinity (water salt content) is normal.|Cretaceous (Late) / 65 - 98.8 my||Chalk Formation|, cidaris sp. (?), Echinoidea|Echinoidea : : : : Echinodermata||||no locality data|||||||||1
76506|NEWHM : 2003.H1679|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|11|fossil brachiopod||Specimen of a fossil brachiopod, Terebratula grandis, collected from the Red Crag of Quaternary, Early Pleistocene age from Suffolk (SE England). Collected by William K. Loftus.|In life, this brachiopod was attached to the sea floor by a pedicle (fleshy stalk) that grew through the hole in the point of the larger shell. Terebratula usually lived in gravel communities where the water was up to 50m deep. It fed on tiny food particles that it filtered out of the water. The species grew up to 11cm long in its 5 to 7 year life span and is the largest terebratulid brachiopod ever known.|Quaternary & Pleistocene (Early) / 1.7 - 2.3 my||Red Crag|Lamp Shell, terebratula grandis (blumenbach), Animalia Invertebrata Brachipoda Articulata Terebratulida|Animalia & Invertebrata & Brachipoda & Articulata & Terebratulida : : : :||Loftus, William K.||UK, England, Suffolk (SE England)|||||||||1
76684|NEWHM : 2003.H1857|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil gastropod||Specimen of a fossil gastropod (snail), Pleurotomaria sp., collected from unspecified rocks of Quaternary, Pleistocene age from Coral Bay, Cyprus. Collected by David M. Lumsden.|The original low-angled cone-shaped shell of this sea snail has a pattern of vertical ribs and spiral cords (rope-like pattern). The whorls (coils) of the shell increase in size towards the rounded opening in the shell where the snail could withdraw its soft body for protection. There is a groove in the shell known as a 'slit band' that formed a channel to carry water pumped out of the body away from the head region of the snail.|Quaternary & Pleistocene / 0.01 - 2.4 my|||pleurotomaria sp., Gastropod|Animalia & Invertebrata & Mollusca & Gastropoda : : : Gastropoda : Mollusca||Lumsden, David M.||Europe, Cyprus, Coral Bay|||||||||1
76686|NEWHM : 2003.H1859|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|4|fossil bivalve||Specimen of a fossil bivalve, Aquipecten opercularis, collected from the Clyde Beds of Quaternary, Late Pleistocene, Late Devensian, Windermere Interstadial age from Clyde, Scotland.|"The round, lightweight shell has prominent 'wings' next to the hinge line (the hinge where the two shells met) and a pattern of radiating ribs. Aequipecten lived freely on the surface of the seabed. A ligament on the hinge allowed the shells to open at an angle of up to 30<SPAN style=""FONT-FAMILY: Arial; FONT-SIZE: 12pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-GB; mso-fareast-language: EN-GB; mso-bidi-language: AR-SA"">? </SPAN>whilst it fed on food particles that it filtered out of the water. It could also swim by 'clapping' its valves together but usually only did so for short distances to escape from predators."|Quaternary & Pleistocene (Late) & Devensian (Late) & Windermere Interstadial / 10,200 - 13,780 years||Clyde Beds|aequipecten opercularis (linne), Bivalve|Animalia & Invertebrata & Mollusca & Bivalvia : : : Bivalvia : Mollusca||||UK, Scotland, Strathclyde (Scotland), Clyde|||||||||1
76819|NEWHM : 2003.H1992|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|17|fossil gastropod||Specimen of a fossil gastropod (snail), Searlesia costifera, collected from the Red Crag of Quaternary, Early Pleistocene age from Walton-on-the-Naze, Essex (SE England). Collected by William K. Loftus.|The original shells of these spindle-shaped gastropods have a pattern of fine spiral cords (rope-like pattern) and broad rounded vertical ribs. The whorls (coils) of the shell increase in size towards the opening into which the snail could withdraw its soft body for protection. The thick shell shows that Searlesia lived in high-energy coastal waters up to 15m deep, the shell protecting the animal from the rough water. It was a predator that fed on bivalves and other molluscs that lived in the muddy sand on the sea floor.|Quaternary & Pleistocene (Early) / 1.7 - 2.3 my||Red Crag|Snail, searcesia costifera (s. v. wood), Gastropod|Animalia & Invertebrata & Mollusca & Gastropoda : : : Gastropoda : Mollusca||Loftus, William K.||UK, England, Essex (SE England), Felixtowe (nr.), Walton on the Naze|||||||||1
76839|NEWHM : 2003.H2012|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|7|fossil gastropod||Specimen of a fossil gastropod (snail), Neptunea despecta decemostata, collected from the Red Crag of Quaternary, Early Pleistocene age from Walton-on-the-Naze, Essex (SE England). Collected by William K. Loftus.|These spindle-shaped sea snails have a pattern of spiral ridges on their shells as well as growth lines. The whorls (coils) of the shell increase in size towards the opening into which the snail could withdraw its soft body for protection. Neptunea lived in high-energy coastal environments on sandy seabeds below the intertidal zone (the area between high and low tide) in water up to 15m deep. It was a predator that fed on worms and bivalves.|Quaternary & Pleistocene (Early) / 1.7 - 2.3 my||Red Crag|neptunea despecta decemcostata, Gastropod|Animalia & Invertebrata & Mollusca & Gastropoda : : : Gastropoda : Mollusca||Loftus, William K.||UK, England, Essex (SE England), Felixtowe (nr.), Walton on the Naze|||||||||1
76923|NEWHM : 2003.H2096|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|100|fossil brachiopod||Specimens are all juveniles less than 5mm.||Permian|||Lamp Shell, dielasma elongatum (?), Brachiopod Articulata|Animalia & Invertebrata & Brachiopoda & Articulata : : : Articulata : Brachiopoda||||no locality data|||||||||1
77011|NEWHM : 2003.H2184|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|2|fossil bivalve||Specimen of a fossil bivalve, Liostrea hisingeri, collected from unspecified rocks of Late Triassic, Rhaetic age. Collected by Emma Smith.|Liostrea hisingeri was a small oyster, a type of bivalve (meaning two shells or valves). Modern oysters need a stable environment, and are often common where burrowing bivalves are not found. Shallow water and a muddy sea floor are also conditions that oysters prefer. There are three fossilised Liostrea shells on this piece of rock.|Triassic (Late) & Rhaetic / 200 - 210 my|||liostrea hisingeri, Bivalve|Animalia & Invertebrata & Mollusca & Bivalvia : : : Bivalvia : Mollusca||Smith, Emma||no locality data|||||||||1
77018|NEWHM : 2003.H2191|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil bivalve||Specimen of a fossil bivalve, Monotis decussata, collected from the Westbury Beds (?) of Late Triassic, Rhaetic age from Westbury-on-Severn (river section), Gloucestershire (SW England). Collected by the Rev. P. Brodie.|The surface of this piece of rock is covered with the very small shells of Monotis decussata, a shellfish that was common during the late Triassic. Monotis has a thin shell. Recent research suggests that it was a planktonic or pseudo-planktonic animal, meaning that it spent its life floating in the water, rather than living on or burrowing in the seabed. If Monotis was planktonic, the reason for so many of these tiny shells being grouped together like this is that they were swept together by currents after death.|Triassic (Late) & Rhaetic / 200 - 210 my||Westbury Beds (?)|monotis decussata, Bivalve|Animalia & Invertebrata & Mollusca & Bivalvia : : : Bivalvia : Mollusca||Brodie, Reverend P. B.||UK, England, Gloucestershire (SW England), Westbury-on-Severn (river section)|||||||||1
77183|NEWHM : 2003.H2391|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil crinoid|Sea Lily|Specimen of a fossil crinoid (Sea Lily), Encrinus lilliformis, collected from the Muschelkalk (?) of Middle Triassic (?) age. Complete calyx with arms.|This fossil is the cup and the arms of the crinoid (sea lily) Encrinus lilliformis. The long, flexible 'stem', which would have connected the crinoid to the sea floor is missing from this fossil. Crinoids look like plants, but they are animals, related to sea urchins and starfish. Crinoids ate tiny creatures that floated in the sea water.|Triassic (Middle ?) / 227 - 242 my||Muschelkalk (?)|Sea Lily, encrinurus liliformis (?), Crinoidea|Crinoidea : : : : Echinodermata||||no locality data|||||||||1
77192|NEWHM : 2003.H2401|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil coral||Specimen of a fossil coral, Thecosmilia annularis, collected from the Corallian Beds of Late Jurassic, Oxfordian age from Steeple Ashton, Wiltshire (SW England). Collected by D.M. Lumsden.|Thecosmilia is a colonial coral which means it is actually several small coral animals, that look a bit like tiny sea anemones, and have built homes together. The 'skeletons' of modern corals (the hard tubes in which the animals live), are often used as ornaments by collector's today. It is not uncommon to see these on sale in shops in seaside resorts. A good place to see living corals is the Great Barrier Reef, off the coast of Australia.|Jurassic (Late) & Oxfordian / 154 - 156 my||Corallian Beds|, thecosmilia annularis, Animalia Invertebrata  Anthozoa|Animalia & Invertebrata &  Anthozoa : : : : Coelenterata||Lumsden, David M.||UK, England, Wiltshire (SW England), Steeple Ashton|||||||||1
77212|NEWHM : 2003.H2422|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|6|trace fossil||Specimens of fossil faecal pellets (coprolites or droppings), collected from the Lias of Early Jurassic age from North Yorkshire (NE England). Collected by Albany Hancock (et.al.).|Coprolites are the fossilised droppings of animals. If you look closely, you can see that some of the coprolites have a slightly coiled or spiral shape. These coprolites are from rocks of Jurassic age along the Yorkshire coast. They are probably from fish, or the larger marine reptiles, such as ichthyosaurs and plesiosaurs that were alive at the same time as the dinosaurs.|Jurassic / 178 - 200 my||Lias||||Hancock, Albany||UK, England, North Yorkshire|||||||||1
77231|NEWHM : 2003.H2442|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil brachiopod|Lamp Shell|Specimen of a fossil brachiopod, (Lamp Shell), Spirifer striatus, collected from the Carboniferous Limestone of Early Carboniferous, Dinantian (?), Visean (?) age. Collected by N.C. Cookson, 1874. Single shell with some damage adjoining hinge line.|Spirifer is a common Carboniferous brachiopod (lamp shell) that is easily recognised by its long straight hinge line (the line between the shells at the hinge) and large fold along the midline of its shell. Spirifer lived attached to the sea floor by a fleshy stalk known as a pedicle. It lived in clear waters in the deeper parts of warm, shallow, tropical seas and is often found in reef communities. It fed on small particles of food that it filtered out of the water.|Carboniferous (Early) & Dinantian (?) & Visean (?) / 315 - 342 my (?)||Carboniferous Limestone|Lamp Shell, spirifer striatus (?) (martin), Brachiopod Articulata|Animalia & Invertebrata & Brachiopoda & Articulata : : : Articulata : Brachiopoda||Cookson, N. C.|1874|no locality data|||||||||1
77234|NEWHM : 2003.H2447|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil bivalve||Specimen of a fossil bivalve, Plagiostoma striata, collected from the Muschelkalk of Middle Triassic age from Heidelberg, Germany. Collected by W.K. Loftus.|Plagiostoma striata is similar to the modern oyster. It has a shell with many fine ribs (ridges), a bit like modern cockle shells, but flatter. Bivalves (sea shells) like this one are the type of fossil most commonly found in German rocks of this type and age.|Triassic (Middle) / 227 - 242 my||Muschelkalk|plagiostoma striata (deshayes), Bivalve|Animalia & Invertebrata & Mollusca & Bivalvia : : : Bivalvia : Mollusca||Loftus, William K.||Europe, Germany, Heidelberg|||||||||1
77241|NEWHM : 2003.H2454|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|1|fossil belemnite||Specimen of a fossil belemnite, Cylindroteuthis sp., collected from unspecified rocks of Jurassic age.|Belemnites were similar to the modern squid, but died out (became extinct), at the same time as the dinosaurs, 65 million years ago. This fossil, which looks a bit like a large bullet, was the internal 'skeleton' of the animal, and it was covered by soft fleshy material. The belemnite had tentacles for catching its prey. Belemnites were eaten by marine reptiles. Their remains have been found in the stomachs of ichthyosaurs.|Jurassic / 142 - 200 my|||, cylindroteuthis sp. (?), Animalia Invertebrata Mollusca Cephalopoda Belemnoidea|Animalia & Invertebrata & Mollusca & Cephalopoda & Belemnoidea : : : :||||no locality data|||||||||1
77289|NEWHM : 2003.H2504|Natural Sciences|Palaeobiology|Invertebrate Palaeontology|3|fossil bryozoan||Specimen of a fossil bryozoan (sea mat or moss animal), Acanthocladia anceps, collected from the Ford Formation (reef facies) of Late Permian, Zechstein (Durham Province), EZ1 age from Tunstall Hill (?), Sunderland, Tyne and Wear (NE England). Collected by James Walter Kirkby. Reef coquina with bivalves and other bryozoan including Fenestella retiformis.|Acanthocladia anceps was a bryozoan or moss animal that lived on a reef (a ridge made up of living animals and the remains of dead animals under the water). It lived in the Zechstein Sea in the Sunderland area 250 million years ago. This particular bryozoan looked a bit like a modern coral, with many branches. The tiny animals (known as zooids) looked a bit like small sea anemones, and lived in little holes in the branching structure called cysts. They fed on tiny plants and animals that lived in the sea water.|Permian (Late) & Zechstein (Durham Province) & EZ1 / 248 - 256 my||Ford Formation (reef facies)|Sea Mat (or Moss Animal), acanthocladia anceps (schlotheim), Animalia Invertebrata Bryozoa Stenolaemata Cyclostomata|Animalia & Invertebrata & Bryozoa & Stenolaemata & Cyclostomata : : : :||Kirkby, James Walter||UK, England, Tyne and Wear (NE England), Sunderland, Tunstall Hill|||||||||1
