irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ColPhysicalDescription|NarNarrative|GeoAge|GeoZone|GeoRock|ComName_tab|SciName|IdeDateIdentified|ColSum|ColCollectionDates|LocalSum|LocalPrecise|DimHeight|DimLength|DimWidth|DimDepth|DimDiameter|InsType|MulDescription|NumMulFiles
3822|NEWHM : 2003.H2268|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Fern|Specimen of a fossil plant (fern), unidentified, collected from the Ravenscar Group (?) of Jurassic (?), Aalenian - Bathonian (?) age. Collected by Emma Smith. Well-preserved frond with pinnae up to 60mm on bedding surface in sandstone.|Zamites belongs to an extinct group of plants known as the Bennettitales that were common worldwide in the Jurassic peiod but died out in the late Cretaceous. It was a shrub that grew to about 2 metres tall and its leaves were arranged in crowns at the end of stems. The specimen shows some of its compound leaves (leaves made up of many leaflets).|Jurassic (?) & Aalenian - Bathonian (?) / 160 - 178 my (?)||Ravenscar Group (?)|Plantae|Plantae : : : :||Smith, Emma||[irn: 1108]|||||||||1
3826|NEWHM : 2003.H2272|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Root Stock|Specimen of a fossil plant (root stock), Stigmaria sp., collected from unspecified rocks of Carboniferous (?), Silesian (?) age. Part of a root cast, about 100 mm in diameter, preserved in sandstone.||Carboniferous (?) & Silesian (?) / 290 - 327Ma for Silesian, from Woodcock & Strachan 2000 Fig 1.3|||Plantae Pteridophyta Lycopsida|Plantae & Pteridophyta & Lycopsida : : : :||no data||[irn: 1108]|||||||||1
3827|NEWHM : 2003.H2273|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Horsetail|Specimen of a fossil Plant (Horsetail), Calamites sp., collected from the Ravenscar Group (?) of Middle (?) Jurassic, Aalenian - Bathonian age. Internal cast of stem, 30 mm diameter, in sandstone.|Equisetum belongs to group of plants that reproduce using spores, called the Sphenopsids, They had stems with joints and long leaves that grew from the stem at these joints. The group was most common in the Carboniferous period (about 300 million years ago), but they were also quite common in the Jurassic period. Some species still survive today (the 'horsetail' plant, often cursed as a weed by gardeners). This specimen shows three joints of a stem that has been replaced by sandstone.|Jurassic (Middle ?) & Aalenian - Bathonian / 160 - 178 my (?)||Ravenscar Group (?)|Plantae Pteridophyta Sphenopsida|Plantae & Pteridophyta & Sphenopsida : : : :||no data||[irn: 1108]|||||||||1
3832|NEWHM : 2003.H2278|Natural Sciences|Palaeobiology|Palaeobotany|3|fossil plant|Wood|Specimen of a fossil plant (wood), unidentified, collected from the Upper Lias, Whitby Mudstone (or Blea Wyke Sandstone ?) of Early Jurassic, Toarcian age from Kirkleatham, Cleveland (NE England). Collected by W. Cockburn, 25th March 1985. Three pieces of mineralised wood in sandstone.|Fossil wood is often moved by rivers from land into the sea where it becomes waterlogged, sinks to the seabed and is buried in the sand or mud on the sea floor. The wood itself is often replaced, cell-by-cell, by minerals flushed through the wood in water as the sand or mud slowly turns to rock. This process often preserves the original structure and cells of the wood. You can easily see the grain and different layers of wood in this fossil wood fragment.|Jurassic (Early) & Toarcian / 178 - 183.6 my||Lias (Upper) & Whitby Mudstone (or Blea Wyke Sandstone ?)|Plantae|Plantae : : : :||Cockburn, W.|25/03/1985|UK, England, Cleveland (NE England), Kirkleatham|||||||||1
3836|NEWHM : 2003.H2282|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Wood|Specimen of a fossil plant (wood), unidentified, collected from the Purbeck Beds (?) of Late Jurassic, Portlandian - Tithonian, Early Cretaceous, Berriasian age from Portland, Dorset (SW England). Two pale coloured, slightly flattened stems, up to 30 mm diameter of mineralised wood with well-preserved internal structures.|The original woody tissues in this stem have been replaced by the mineral silica, and some of the original structures can be seen. The wood is from the famous Purbeck fossil forest in Dorset. Scientists have looked at the preserved tree rings in the fossil tree trunks and this shows that the trees did not always grow at the same rate each year. This provides information about the ancient climate. Growth is thought to have occurred during warm wet winters and stopped in the dry hot summers.|Jurassic (Late) & Portlandian - Tithonian & Cretaceous (Early) & Berriasian / 140 - 143 my||Purbeck Beds (?)|Plantae|Plantae : : : :||no data||UK, England, Dorset (SW England), Portland|||||||||1
3851|NEWHM : 2003.H2393|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Conifer|Specimen of a fossil plant (conifer), Pityanthus scalbiensis - male cones, collected from the Discus Zone, Deltaic (Estuarine) Series, Ravenscar Group, Scalby Formation, Scalby Ness Plant Bed of Middle Jurassic, Bathonian age from Scalby, Scarborough, North Yorkshire (NE England). Collected by David M. Lumsden. Part of branch with male cones on bedding surface in silty sandstone.|This fossil belongs to a group of plants called the Coniferales (the conifers). This group still survives today and first appeared in the Carboniferous period about 300 million years ago. They were most common in the Jurassic and Cretaceous periods. The conifer group is still important today, with over 600 different species. They include some of the largest trees on Earth and are very widespread in the Northern Hemisphere. The specimen shows parts of stems with male pollen-bearing cones attached.|Jurassic (Middle) & Bathonian / 160 - 162 my|Discus Zone|Deltaic (Estuarine) Series & Ravenscar Group & Scalby Formation & Scalby Ness Plant Bed|Plantae Spermatophyta Gymnospermae|Plantae & Spermatophyta & Gymnospermae : : : :||Lumsden, David M.||UK, England, North Yorkshire (NE England), Scarborough, Scalby|||||||||1
3853|NEWHM : 2003.H2407|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Ginko|Specimen of a fossil plant (ginko), Ginkgo huttoni, collected from the Discus Zone, Ravenscar Group, Scalby Formation, Scalby Ness Plant Bed of Middle Jurassic, Bathonian age from Scalby, Scarborough, North Yorkshire (NE England). Collected by David M. Lumsden. Single leaf on bedding surface in sandstone.|This fossil belongs to a living group of plants known as the Ginkgoales that first appeared in the Permian period about 250 million years ago. The only surviving member of the group today is the species Ginkgo biloba, the Maidenhair Tree. It is often described as a living fossil. The group was more common and diverse in the Jurassic period but only occurred in areas with a cool, temperate climate. So, finding a Ginkgo fossil tells us that the ancient climate in that area, and at that time, was like this. The specimen shows a typical petal-like leaf.|Jurassic (Middle) & Bathonian / 160 - 162 my|Discus Zone|Ravenscar Group & Scalby Formation & Scalby Ness Plant Bed|Plantae Spermatophyta Gymnospermae Ginkoales|Plantae & Spermatophyta & Gymnospermae & Ginkoales : : : :||Lumsden, David M.||UK, England, North Yorkshire (NE England), Scarborough, Scalby|||||||||1
3857|NEWHM : 2003.H2472|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Cycad|Specimen of a fossil plants, Ptilophyllum pectinoides, and Brachyphyllum mamillare, collected from the Ravenscar Group, Saltwick Formation (or Cloughton Formation) of Middle Jurassic, Aalenian - Bajocian age from Scarborough, North Yorkshire (NE England). Collected by William K. Loftus.|The branching stems near the edge of the specimen are Brachiphyllum mamillare the most common type of conifer found in the Jurassic rocks of Yorkshire. The leaf (made of lots of leaflets) in the centre of the specimen is Cycadites. It belongs to a group of plants called the Cycadales (the Cycads), which were most common and diverse in the Jurassic. Like most cycads, it was probably only a few metres tall with a very short trunk and had a crown of leaves a bit like a palm tree.|Jurassic (Middle) & Aalenian - Bajocian / 170 - 178 my||Ravenscar Group & Saltwick Formation (or Cloughton Formation)|Plantae Spermatophyta Gymnospermae Benettitales|Plantae & Spermatophyta & Gymnospermae & Benettitales : : : :||Loftus, William K.||UK, England, North Yorkshire (NE England), Scarborough|||||||||1
3860|NEWHM : 2004.H75|Natural Sciences|Palaeobiology|Palaeobotany|1|algae|stromatolite|Specimen of a fossil algae, collected from the Hesledon Dene Stromatolitic Biostrome of Late Permian, Zechstein (Durham Province), EZ2 age from the west end of Hawthorn Quarry, Hesleden Dene, Co Durham (NE England). Collected by Dr D.B. Smith.|Stromatolites are some of the oldest known fossils, and are found in rocks up to 3 billion years old. This fossil is much younger, approximately 250 million years old. Stromatilitic structures like these, which look a bit like wet icing on the top of a cake, are formed by algae, which are minute plants that cannot be seen without a microscope.|Permian (Late) & Zechstein (Durham Province) & EZ2 / 248 - 256 my||Hesledon Dene Stromatolitic Biostrome|Plantae|Plantae : : : :||Smith, Dr D. B.||UK, England, Co. Durham (NE England), Hesleden Dene|Hawthorn Quarry (west end)||||||||1
3861|NEWHM : 2004.H162|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Seed Fern|Specimen of a fossil plant, Cyclopteris digita, collected from the of Early Jurassic Middle to Upper Lias rocks of Pliensbachian - Toarcian age from Runswick Bay, North Yorkshire (NE England). Leaf.|Cyclopteris is the name given to individual leaves of the seed fern Neuropteris when they are found on their own. The seed ferns flourished in the Carboniferous period about 300 million years ago and were spread around the world in the Jurassic period and became extinct at the end of the Cretaceous period about 70 million years ago. They were small shrubs that had seeds and pollen producing organs on their leaves. This fossil shows fan-shaped leaves with digitate (finger-like) leaflets, from which the species name is derived.|Jurassic (Early) & Pliensbachian - Toarcian / 178 - 191.5 my||Lias (Middle - Upper)|Plantae Pteridophyta Pteropsida|Plantae & Pteridophyta & Pteropsida : : : :||no data||UK, England, North Yorkshire (NE England), Runswick Bay|||||||||1
3862|NEWHM : 2004.H176|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Specimen of a fossil plant, Asterophyllites equisetiformis, collected from the Coal Measures (?) of Late Carboniferous, Westphalian (?) age.|The specimen shows grass-like leaves of Asterophyllites that were attached to a joint in the stem of Calamites. The arrangement is typical of horsetail plants. Carboniferous varieties included trees that grew up to 30m tall and had trunks up to 1m in diameter. They were common plants in coal forests and typically formed thickets along the edges of rivers and lakes. They reproduced from spores that grew in cases (sporangia) arranged in cones attached to the tips of stems.|Carboniferous (Late) & Westphalian (?) / 305 - 315 my||Coal Measures Group (?)|Plantae Pteridophyta Sphenopsida|Plantae & Pteridophyta & Sphenopsida : : : :||||[irn: 1108]|||||||||1
3863|NEWHM : 2004.H177|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Specimen of a fossil plant, Calamites sp., collected from the Coal Measures (?) of Late (?) Carboniferous, Westphalian (?) age.|This flattened, jointed stem is part of a horsetail tree Calamites, that grew up to 10m tall in the Carboniferous rain forest. The stem was originally round but was flattened by the weight of overlying rocks. They were common plants that usually formed thickets along the edges of rivers and lakes. Their leaves were attached to the joints in the stem. They reproduced from spores that grew in cases (sporangia) arranged in cones attached to the tips of stems.|Carboniferous (Late ?) & Westphalian (?) / 305 - 315 my (?)||Coal Measures Group (?)|Plantae Pteridophyta Sphenopsida|Plantae & Pteridophyta & Sphenopsida : : : :||||[irn: 1108]|||||||||1
3864|NEWHM : 2004.H178|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Horsetail|Specimen of a fossil plant (Horsetail), Annularia sp., collected from the Coal Measures (?) of Late (?) Carboniferous, Westphalian (?) age.|The petal-like leaves of Annularia grew on slender shoots of Calamites stems. The leaves grew at joints in the stem, an arrangement that is typical of horsetails. Carboniferous varieties of these plants included trees that grew up to 30m tall and had trunks up to 1m in diameter. They often formed thickets along the edges of rivers and lakes in the tropical coal forests. Horsetails reproduced from spores that grew in cases (sporangia) arranged in cones attached to the tips of stems.|Carboniferous (Late ?) & Westphalian (?) / 305 - 315 my (?)||Coal Measures Group (?)|Plantae Pteridophyta Sphenopsida|Plantae & Pteridophyta & Sphenopsida : : : :||no data||[irn: 1108]|||||||||1
3865|NEWHM : 2004.H179|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Fern|Specimen of a fossil plant, Pecopteris miltoni, collected from the Coal Measures (?) of Late (?) Carboniferous, Westphalian (?) age.|The stems with many rounded leaflets are part of a large compound leaf (made up of lots of leaflets) known as a frond. Ferns are the most advanced pollen bearing plants and were an important part of the tropical coal forest flora. There were a variety of forms from small scrambling plants to tree ferns that grew up to 8m tall. Ferns have continued to evolve and diversify since the Carboniferous and are found in many different plant communities at present.|Carboniferous (Late ?) & Westphalian (?) / 305 - 315 my||Coal Measures Group (?)|Plantae Pteridophyta Pteropsida|Plantae & Pteridophyta & Pteropsida : : : :||no data||[irn: 1108]|||||||||1
3866|NEWHM : 2004.H180|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Seed Fern|Specimen of a fossil plant, Mariopteris nervosa, collected from unspecified Coal Measures Group rocks of Carboniferous age.|The leaves of extinct tree ferns were attached to the stems of shrubs, scrambling creepers and trees that grew up to 10m tall. The plants are very distinctive because of the branching patterns and shapes of their leaves. They were an important part of forests in the Carboniferous period about 300 million years ago and usually grew on high river banks. They were the earliest seed bearing plants. Male pollen was shed into the air and carried by the wind to the large female seeds.|Carboniferous (Late) / 290 - 315 my||Coal Measures Group (?)|Plantae|Plantae : : : :||no data||[irn: 1108]|||||||||1
3868|NEWHM : 2004.H202|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Root Stock|Specimen of a fossil plant (Root Stock stem), Lepidodendron, collected from unspecified rocks of Carboniferous (?) age. External cast of part of root in sandstone showing regular pattern of scale-leaf attachments.|The specimen is the cast of the outside of a Club Moss tree stem that has been preserved in sandstone. Club Mosses could grow as tall as 40 metres, and looked like tall trees, with a crown of dense leafy branches at the very top of the trunk. Modern quillworts eventually evolved from some of the smaller clubmosses that survived. Fossils of Lepidodendron have a distinctive diamond-shaped pattern that is made up of leaf cushions, where leaves were shed from the trunk and branches. It is a common fossil in local rocks from the Coal Measures.|Carboniferous (?) / 290 - 362 my|||Plantae Pteridophyta Lycopsida|Plantae & Pteridophyta & Lycopsida : : : :||||[irn: 1108]|||||||||1
3869|NEWHM : 2004.H203|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Specimen of a fossil plant, Lepidodendron sp., collected from the Upper Hall Coal, Upper Border Group of Carboniferous, Dinantian, Visean, Asbian age from Gofton Burn, Laterford, Northumberland (NE England). Internal cast of part of trunk.|The specimen is a section through the trunk or a large branch of a Club Moss that has been preserved in sandstone. Club Mosses could grow as tall as 40 metres, and looked like tall trees, with a crown of dense leafy branches at the very top of the trunk. Modern quillworts eventually evolved from some of the smaller clubmosses that survived. Fossils of Lepidodendron have a distinctive diamond-shaped pattern that is made up of leaf cushions, where leaves were shed from the trunk and branches. It is a common fossil in local rocks from the Coal Measures.|Carboniferous & Dinantian & Visean & Asbian / 330 - 332 my||Hall Coal (Upper) & Border Group (Upper)|Plantae Pteridophyta Lycopsida|Plantae & Pteridophyta & Lycopsida : : : :||||UK, England, Northumberland (NE England), Laterford, Gofton Burn|||||||||1
3870|NEWHM : 2004.H204|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Horsetail|Specimen of a fossil Plant (Horsetail), Calamites sp., collected from unspecified rocks of Carboniferous (?), Silesian (?) age. Two typical jointed stems that are joined at their bases and attached to sandstone.|These jointed stems are from the horsetail tree Calamites, which grew up to 10m tall in the Carboniferous rain forests. They were common plants that often formed thickets along the edges of rivers and lakes. Their leaves were attached to the closely spaced joints in the stem. They reproduced from spores that grew in cases (sporangia) arranged in cones attached to the tips of stems.|Carboniferous (?) & Silesian (?) / 290 - 327 my (?)|||Plantae Pteridophyta Sphenopsida|Plantae & Pteridophyta & Sphenopsida : : : :||no data||[irn: 1108]|||||||||2
3927|NEWHM : 2004.H1699|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by David M. Lumsden||Carboniferous (Late)||Coal Measures Group|Plantae|Plantae : : : :||Lumsden, David M.|1980|UK, England, Tyne and Wear (NE England), Gateshead|Wardley Mobile Plant, Follingsby Colliery||||||||1
3933|NEWHM : 2004.H1705|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fossil plant collected by David M. Lumsden||Carboniferous (Late)||Coal Measures Group|Plantae|Plantae : : : :||Lumsden, David M.|1980|UK, England, Tyne and Wear (NE England), Gateshead|Wardley Mobile Plant, Follingsby Colliery||||||||1
4389|NEWHM : 2005.H2665|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant|Seed Fern|Plant (Seed Fern) 'Plantae & Spermatophyta & Gymnospermae & Pteridospermatophyta : : : :'||Carboniferous & Tournasian (?) / 342 - 362Ma||Cementstone Group|Plantae Spermatophyta Gymnospermae Pteridospermatophyta|Plantae & Spermatophyta & Gymnospermae & Pteridospermatophyta : : : :||Long, A. G.||UK, Scotland, Borders (Scotland), Allanton, Willies Hole, River Whitadder|||||||||1
4391|NEWHM : G1.31|Natural Sciences|Palaeobiology|Palaeobotany|2|fossil plant||Two internodal portions of a stem.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4392|NEWHM : G1.32|Natural Sciences|Palaeobiology|Palaeobotany|4|fossil plant||Casts of four large tubercles.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4393|NEWHM : G1.33|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Stem with large branch scars.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4394|NEWHM : G1.34|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Stem with large branch scars.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4395|NEWHM : G1.35|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Numerous branches arranged in a whorl around a portion of stem.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear|Felling Colliery||||||||2
4396|NEWHM : G1.36|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Indistinct impression of stem with numerous whorls of slender curved leaves., Branchlets and leaves.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4397|NEWHM : G1.37|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Lower stem and root bearing numerous fine rootlets., Stem and root.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||2
4398|NEWHM : G1.38|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Stem: phragma of joint.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4399|NEWHM : G1.39|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Branchlets and leaves.|||||Pteridophyta Pteridophyta Equisetales|Pteridophyta & Pteridophyta & Equisetales : : : : Pteridophyta||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4400|NEWHM : G1.40|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Root.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4401|NEWHM : G1.41|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Stem phragma of joint.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4402|NEWHM : G1.42|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Portion of stem torn & crushed outwards.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||2
4403|NEWHM : G1.43|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Stem.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4404|NEWHM : G1.44|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Root portion of three small stems.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Newcastle Coalfield|||||||||1
4405|NEWHM : G1.45|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Branches and foliage.|||||Pteridophyta Pteridophyta Equisetales|Pteridophyta & Pteridophyta & Equisetales : : : : Pteridophyta||Hutton, W.||UK, England, Yorkshire, Low Moor|||||||||1
4406|NEWHM : G1.46|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Small branches with fructification.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4407|NEWHM : G1.47|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Branchlet with rounded articular base.||Westphalian B, Carboniferous|||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4408|NEWHM : G1.48|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Small branches with fructification.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||2
4409|NEWHM : G1.49|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Small branches with fructification.|||||Pteridophyta Pteridophyta Equisetales|Pteridophyta & Pteridophyta & Equisetales : : : : Pteridophyta||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4410|NEWHM : G1.50|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Stem with branchlets.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4411|NEWHM : G1.51|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Branches and foliage.|||||Plantae Pteridophyta Equisetales|Plantae & Pteridophyta & Equisetales : : : :||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||2
4412|NEWHM : G1.52|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Branches & foliage.|||||Plantae|Plantae : : : :||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||2
4414|NEWHM : G1.54|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fertile stems and fructification.|||||Pteridophyta Pteridophyta Equisetales|Pteridophyta & Pteridophyta & Equisetales : : : : Pteridophyta||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
4415|NEWHM : G1.55|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fertile stems and fructification.|||||Pteridophyta Pteridophyta Equisetales|Pteridophyta & Pteridophyta & Equisetales : : : : Pteridophyta||Hutton, W.||UK, England, Tyne and Wear, Felling|Felling Colliery||||||||1
4416|NEWHM : G1.56|Natural Sciences|Palaeobiology|Palaeobotany|1|fossil plant||Fertile stems and fructification.|||||Pteridophyta Pteridophyta Equisetales|Pteridophyta & Pteridophyta & Equisetales : : : : Pteridophyta||Hutton, W.||UK, England, Tyne and Wear, Jarrow|Jarrow Colliery||||||||1
